title,text,id,datatype,startdate,enddate,geometry.type,latitude,longitude
Ruscus aculeatus,<a href="https://www.gbif.org/species/2769766" target="_blank">Voir sur GBIF</a>,d40843bd-321e-45de-b680-2c703ef03060,gbif,2022-10-23T09:35:19.430Z,2022-10-23T09:35:19.430Z,Point,44.715485,-0.34449
Broussonetia papyrifera,<a href="https://www.gbif.org/species/5361944" target="_blank">Voir sur GBIF</a>,657a982a-9fe9-45b8-9cf4-6fbf5edba856,gbif,2022-10-16T13:45:44.589Z,2022-10-16T13:45:44.589Z,Point,44.698333,-0.381389
Chelidonium majus,<a href="https://www.gbif.org/species/5334186" target="_blank">Voir sur GBIF</a>,6b82d67f-37a2-48e0-b6c5-f7c749447730,gbif,2022-10-12T15:45:56.360Z,2022-10-12T15:45:56.360Z,Point,44.710801,-0.399415
Broussonetia papyrifera,<a href="https://www.gbif.org/species/5361944" target="_blank">Voir sur GBIF</a>,66df20fc-8541-4316-abd4-94a0c06c4546,gbif,2022-10-12T15:39:10.001Z,2022-10-12T15:39:10.001Z,Point,44.711562,-0.398119
Egretta garzetta,<a href="https://www.gbif.org/species/2480876" target="_blank">Voir sur GBIF</a>,9c01c891-dd97-4ff8-8304-e09e4dbf802c,gbif,2022-10-12T00:00:00.000Z,2022-10-12T00:00:00.000Z,Point,44.707172,-0.403906
Picus viridis,<a href="https://www.gbif.org/species/2478523" target="_blank">Voir sur GBIF</a>,bd30174b-866e-4ff1-97b4-6c9c3b20c6aa,gbif,2022-10-12T00:00:00.000Z,2022-10-12T00:00:00.000Z,Point,44.707172,-0.403906
Ceratostigma plumbaginoides,<a href="https://www.gbif.org/species/3082279" target="_blank">Voir sur GBIF</a>,2e29147c-be6b-4691-b395-a8377e3912b0,gbif,2022-10-09T09:03:35.533Z,2022-10-09T09:03:35.533Z,Point,44.715057,-0.411151
Spiranthes spiralis,<a href="https://www.gbif.org/species/2805322" target="_blank">Voir sur GBIF</a>,81fce04e-a19f-4182-aeb3-ca8e7a94356e,gbif,2022-10-08T14:06:05.839Z,2022-10-08T14:06:05.839Z,Point,44.719147,-0.388519
Cedrus deodara,<a href="https://www.gbif.org/species/5284698" target="_blank">Voir sur GBIF</a>,48c940cf-6a34-40a6-8c39-55163f2703b8,gbif,2022-10-05T16:57:23.630Z,2022-10-05T16:57:23.630Z,Point,44.694444,-0.374444
Amaranthus deflexus,<a href="https://www.gbif.org/species/5384396" target="_blank">Voir sur GBIF</a>,ddb4ebd5-e9a9-4e0b-ac6d-8a49c126a52f,gbif,2022-10-03T12:47:50.222Z,2022-10-03T12:47:50.222Z,Point,44.708347,-0.4018
Cyclamen hederifolium,<a href="https://www.gbif.org/species/7127810" target="_blank">Voir sur GBIF</a>,df084994-bc18-4ddf-9682-fd70d753d5a5,gbif,2022-09-29T15:38:22.667Z,2022-09-29T15:38:22.667Z,Point,44.732765,-0.418596
Ailanthus altissima,<a href="https://www.gbif.org/species/3190653" target="_blank">Voir sur GBIF</a>,b40cf1bb-21eb-4793-81ba-e9b77278d116,gbif,2022-09-27T14:36:32.621Z,2022-09-27T14:36:32.621Z,Point,44.708462,-0.400805
Cyclamen hederifolium,<a href="https://www.gbif.org/species/7127810" target="_blank">Voir sur GBIF</a>,8aa44f50-5922-4243-9cf4-c47814b7d7bd,gbif,2022-09-25T08:27:51.361Z,2022-09-25T08:27:51.361Z,Point,44.736534,-0.343702
Erigeron karvinskianus,<a href="https://www.gbif.org/species/3147168" target="_blank">Voir sur GBIF</a>,a2b6c356-d6d6-48bb-859a-49d1c3ac6453,gbif,2022-09-23T10:56:28.373Z,2022-09-23T10:56:28.373Z,Point,44.708243,-0.399377
Erigeron karvinskianus,<a href="https://www.gbif.org/species/3147168" target="_blank">Voir sur GBIF</a>,0c24a0d4-5b1a-4136-9b49-b4521f6ec9b9,gbif,2022-09-23T10:56:13.830Z,2022-09-23T10:56:13.830Z,Point,44.708234,-0.399377
Medicago sativa,<a href="https://www.gbif.org/species/9151957" target="_blank">Voir sur GBIF</a>,061a00fd-8cd5-4772-adb5-393ba5c76120,gbif,2022-09-21T09:56:44.500Z,2022-09-21T09:56:44.500Z,Point,44.709534,-0.396923
Ruscus aculeatus,<a href="https://www.gbif.org/species/2769766" target="_blank">Voir sur GBIF</a>,98537d3b-289a-4094-a4f8-6a7f7fbf7c43,gbif,2022-09-18T14:55:04.600Z,2022-09-18T14:55:04.600Z,Point,44.730269,-0.368423
Humulus lupulus,<a href="https://www.gbif.org/species/2984535" target="_blank">Voir sur GBIF</a>,33c6602f-797b-4f2d-b107-6008335b3c85,gbif,2022-09-17T16:00:24.484Z,2022-09-17T16:00:24.484Z,Point,44.722721,-0.351946
Mentha suaveolens,<a href="https://www.gbif.org/species/2927190" target="_blank">Voir sur GBIF</a>,e95675b6-9c9b-4dbc-a5f4-8c0b0c723b2b,gbif,2022-09-16T15:21:49.105Z,2022-09-16T15:21:49.105Z,Point,44.731229,-0.371566
Sambucus ebulus,<a href="https://www.gbif.org/species/2888722" target="_blank">Voir sur GBIF</a>,da9b9fe4-de12-4f1c-a1b6-c7bc79559450,gbif,2022-09-14T08:55:34.301Z,2022-09-14T08:55:34.301Z,Point,44.730018,-0.414214
Cedrus deodara,<a href="https://www.gbif.org/species/5284698" target="_blank">Voir sur GBIF</a>,4fe2e437-a66e-4807-8350-ec1549c3cc51,gbif,2022-09-13T14:56:07.949Z,2022-09-13T14:56:07.949Z,Point,44.694444,-0.374444
Mentha aquatica,<a href="https://www.gbif.org/species/2927208" target="_blank">Voir sur GBIF</a>,02ed683c-7495-4f9c-9540-9afb488ca2e0,gbif,2022-09-12T17:13:00.800Z,2022-09-12T17:13:00.800Z,Point,44.738117,-0.372576
Broussonetia papyrifera,<a href="https://www.gbif.org/species/5361944" target="_blank">Voir sur GBIF</a>,4f9d1d6c-b081-46c2-9648-9a1d5b203e26,gbif,2022-09-04T16:20:18.728Z,2022-09-04T16:20:18.728Z,Point,44.71163,-0.398068
Acer negundo,<a href="https://www.gbif.org/species/3189866" target="_blank">Voir sur GBIF</a>,a1341f3d-6e8f-43e8-9b29-ada698818dfe,gbif,2022-09-03T10:25:14.331Z,2022-09-03T10:25:14.331Z,Point,44.708346,-0.356066
Ficus carica,<a href="https://www.gbif.org/species/5361909" target="_blank">Voir sur GBIF</a>,0403eb07-bc78-41d4-accd-d8951c2b6986,gbif,2022-09-02T08:32:52.201Z,2022-09-02T08:32:52.201Z,Point,44.731106,-0.417679
Vitis vinifera,<a href="https://www.gbif.org/species/5372392" target="_blank">Voir sur GBIF</a>,7173752c-0e73-45d9-bbf2-88c373367744,gbif,2022-08-27T07:09:39.240Z,2022-08-27T07:09:39.240Z,Point,44.731351,-0.416297
Datura stramonium,<a href="https://www.gbif.org/species/2928751" target="_blank">Voir sur GBIF</a>,e78887bd-ea6b-4573-a2c3-acac2e81d5fd,gbif,2022-08-25T18:16:34.255Z,2022-08-25T18:16:34.255Z,Point,44.704203,-0.381283
Arum italicum,<a href="https://www.gbif.org/species/5330661" target="_blank">Voir sur GBIF</a>,922f7fdd-a249-4953-bd58-590bafe84fc2,gbif,2022-08-25T16:05:26.051Z,2022-08-25T16:05:26.051Z,Point,44.699578,-0.381238
Brachypodium sylvaticum,<a href="https://www.gbif.org/species/5290146" target="_blank">Voir sur GBIF</a>,14efb1ad-7f1f-4707-beae-d031ecd0d247,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Torminalis glaberrima,<a href="https://www.gbif.org/species/9410160" target="_blank">Voir sur GBIF</a>,57b6aabf-3aa4-4424-a347-ddd3363b41ab,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Taxus baccata,<a href="https://www.gbif.org/species/5284517" target="_blank">Voir sur GBIF</a>,84e00aa3-4754-4775-aa23-3f628c706729,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Arbutus unedo,<a href="https://www.gbif.org/species/2882803" target="_blank">Voir sur GBIF</a>,6330b997-59a4-4170-b342-8635ed16744f,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Hedera helix,<a href="https://www.gbif.org/species/8351737" target="_blank">Voir sur GBIF</a>,2bf8b7bb-e55e-4e84-977a-0106bd9d90ff,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Fraxinus excelsior,<a href="https://www.gbif.org/species/3172358" target="_blank">Voir sur GBIF</a>,da0ba987-14f4-422f-bade-1f267b30251a,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Quercus robur,<a href="https://www.gbif.org/species/2878688" target="_blank">Voir sur GBIF</a>,3d7d1791-73a4-4422-b280-bf7c55220249,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Pteridium aquilinum,<a href="https://www.gbif.org/species/5275012" target="_blank">Voir sur GBIF</a>,36b07b69-4778-498e-8333-e25a5e771546,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Crataegus monogyna,<a href="https://www.gbif.org/species/9220780" target="_blank">Voir sur GBIF</a>,0a12b409-f988-4715-a5fc-14caff188e9f,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Quercus pyrenaica,<a href="https://www.gbif.org/species/2878826" target="_blank">Voir sur GBIF</a>,fe762318-e834-4afe-abb2-0ae17ed411c0,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Ruscus aculeatus,<a href="https://www.gbif.org/species/2769766" target="_blank">Voir sur GBIF</a>,0fc17657-2e2f-4468-ac55-26926d900373,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Arrhenatherum longifolium,<a href="https://www.gbif.org/species/4120862" target="_blank">Voir sur GBIF</a>,08ad1cc4-6d25-4264-965a-582d90a6de3a,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Rubia peregrina,<a href="https://www.gbif.org/species/2892347" target="_blank">Voir sur GBIF</a>,efd49667-0d5f-4b5c-9c24-04eea7deee74,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Teucrium scorodonia,<a href="https://www.gbif.org/species/2926901" target="_blank">Voir sur GBIF</a>,2cc7320e-68d9-4383-ab4f-9746b2ffeaa2,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Laurus nobilis,<a href="https://www.gbif.org/species/3034015" target="_blank">Voir sur GBIF</a>,22595ac4-35de-461f-97ec-0deff68c1b44,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Prunus laurocerasus,<a href="https://www.gbif.org/species/3021496" target="_blank">Voir sur GBIF</a>,8dde407e-da19-4c81-b590-bdddaa51e56a,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Castanea sativa,<a href="https://www.gbif.org/species/5333294" target="_blank">Voir sur GBIF</a>,978715c6-7b6b-4956-9027-03b6fca574c7,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Prunus avium,<a href="https://www.gbif.org/species/3020791" target="_blank">Voir sur GBIF</a>,e7aeba54-23b5-48a3-8c6b-06266ae7d7a3,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Eurhynchium striatum,<a href="https://www.gbif.org/species/2680247" target="_blank">Voir sur GBIF</a>,11e07d7a-f6ee-4b3c-af72-e7a1ef5ff61d,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Viburnum tinus,<a href="https://www.gbif.org/species/2888585" target="_blank">Voir sur GBIF</a>,83fc4732-89bb-4e14-b938-e22982c38751,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Lonicera periclymenum,<a href="https://www.gbif.org/species/5334277" target="_blank">Voir sur GBIF</a>,63635549-656f-40b4-9b51-ce2bd2e96d8f,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Rubus fruticosus,<a href="https://www.gbif.org/species/8436459" target="_blank">Voir sur GBIF</a>,938a4834-3e69-4f38-829b-81a6f74cc6d5,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Carpinus betulus,<a href="https://www.gbif.org/species/2875818" target="_blank">Voir sur GBIF</a>,56efa7fd-da6b-42ea-850a-2986e956381d,gbif,2022-08-25T00:00:00.000Z,2022-08-25T00:00:00.000Z,Point,44.73946,-0.34934
Borago officinalis,<a href="https://www.gbif.org/species/2926110" target="_blank">Voir sur GBIF</a>,9ada75fd-0fd7-425e-885e-c609fb8d6bc0,gbif,2022-08-21T19:11:12.396Z,2022-08-21T19:11:12.396Z,Point,44.718841,-0.388886
Ficus carica,<a href="https://www.gbif.org/species/5361909" target="_blank">Voir sur GBIF</a>,9f701c0d-58f2-431e-b807-d55377d6c409,gbif,2022-08-15T16:32:15.807Z,2022-08-15T16:32:15.807Z,Point,44.732178,-0.415438
Lamium maculatum,<a href="https://www.gbif.org/species/2926684" target="_blank">Voir sur GBIF</a>,9c4b7dd6-2f42-42fb-bbc0-d454ec7832b2,gbif,2022-08-15T00:00:00.000Z,2022-08-15T00:00:00.000Z,Point,44.71511,-0.37855
Cyperus esculentus,<a href="https://www.gbif.org/species/2716226" target="_blank">Voir sur GBIF</a>,b4d277c0-b676-4710-9288-bba95f39dff4,gbif,2022-08-15T00:00:00.000Z,2022-08-15T00:00:00.000Z,Point,44.71511,-0.37855
Sambucus ebulus,<a href="https://www.gbif.org/species/2888722" target="_blank">Voir sur GBIF</a>,0249026f-42ae-42cd-a439-c29b172698f5,gbif,2022-08-14T14:37:39.276Z,2022-08-14T14:37:39.276Z,Point,44.707801,-0.405062
Acer negundo,<a href="https://www.gbif.org/species/3189866" target="_blank">Voir sur GBIF</a>,d9ca205d-00ff-4138-b2d5-3dc6e64ffcd5,gbif,2022-08-13T18:32:54.845Z,2022-08-13T18:32:54.845Z,Point,44.708318,-0.356035
Silene vulgaris,<a href="https://www.gbif.org/species/9172281" target="_blank">Voir sur GBIF</a>,49978f24-692c-408f-b4eb-476d59df85ba,gbif,2022-08-10T09:35:25.000Z,2022-08-10T09:35:25.000Z,Point,44.718948,-0.417795
Medicago sativa,<a href="https://www.gbif.org/species/9151957" target="_blank">Voir sur GBIF</a>,8e66d03f-20c7-4004-84e7-1cc17bf009a2,gbif,2022-08-10T05:51:47.211Z,2022-08-10T05:51:47.211Z,Point,44.7218,-0.359427
Ceratostigma plumbaginoides,<a href="https://www.gbif.org/species/3082279" target="_blank">Voir sur GBIF</a>,86cabf30-00e3-4998-8753-a90ef9b31a24,gbif,2022-08-08T14:05:12.185Z,2022-08-08T14:05:12.185Z,Point,44.728578,-0.361911
Punica granatum,<a href="https://www.gbif.org/species/5420901" target="_blank">Voir sur GBIF</a>,53760cc9-c7d5-4faa-853d-e6bd8ba9e83f,gbif,2022-08-07T06:18:06.317Z,2022-08-07T06:18:06.317Z,Point,44.708572,-0.36276
Hibiscus syriacus,<a href="https://www.gbif.org/species/3152583" target="_blank">Voir sur GBIF</a>,a25822ed-a96f-4285-aafd-5d2056a3d3c5,gbif,2022-08-06T16:26:57.859Z,2022-08-06T16:26:57.859Z,Point,44.695778,-0.376839
Ailanthus altissima,<a href="https://www.gbif.org/species/3190653" target="_blank">Voir sur GBIF</a>,8bfc255f-8eca-4826-8f9a-d92d59aa1ec2,gbif,2022-07-31T07:08:15.577Z,2022-07-31T07:08:15.577Z,Point,44.709482,-0.397872
Sambucus ebulus,<a href="https://www.gbif.org/species/2888722" target="_blank">Voir sur GBIF</a>,752bc51c-e84a-4bd5-b69e-c7a87b06bd0d,gbif,2022-07-27T14:00:58.466Z,2022-07-27T14:00:58.466Z,Point,44.708369,-0.407154
Lysimachia vulgaris,<a href="https://www.gbif.org/species/3169386" target="_blank">Voir sur GBIF</a>,3dfff372-3879-41c7-abad-f8266a8de1c8,gbif,2022-07-27T08:48:40.373Z,2022-07-27T08:48:40.373Z,Point,44.691714,-0.380962
Euphorbia peplus,<a href="https://www.gbif.org/species/3066386" target="_blank">Voir sur GBIF</a>,2aa62b47-4af5-45eb-8b37-72e036a7e451,gbif,2022-07-25T16:51:12.682Z,2022-07-25T16:51:12.682Z,Point,44.714614,-0.347935
Convolvulus arvensis,<a href="https://www.gbif.org/species/2928390" target="_blank">Voir sur GBIF</a>,33a020a6-c9cf-481c-9efc-aa2dd9c175e2,gbif,2022-07-22T13:08:42.627Z,2022-07-22T13:08:42.627Z,Point,44.709042,-0.397417
Convolvulus arvensis,<a href="https://www.gbif.org/species/2928390" target="_blank">Voir sur GBIF</a>,1204773b-3e9a-4b7d-a673-7beb420559ce,gbif,2022-07-21T09:52:20.682Z,2022-07-21T09:52:20.682Z,Point,44.709042,-0.397417
Phragmites australis,<a href="https://www.gbif.org/species/5290149" target="_blank">Voir sur GBIF</a>,8672a9c9-51b6-46f5-9d45-b9f3ed93c2d0,gbif,2022-07-17T09:47:31.272Z,2022-07-17T09:47:31.272Z,Point,44.708696,-0.408532
Sambucus ebulus,<a href="https://www.gbif.org/species/2888722" target="_blank">Voir sur GBIF</a>,42d9ec9d-332c-40a6-b8d2-f8d1e27fbb71,gbif,2022-07-17T09:39:14.100Z,2022-07-17T09:39:14.100Z,Point,44.708258,-0.406682
Artemisia abrotanum,<a href="https://www.gbif.org/species/8042568" target="_blank">Voir sur GBIF</a>,731934b4-dee6-4ba0-ab8d-443ef1b90804,gbif,2022-07-16T17:22:40.188Z,2022-07-16T17:22:40.188Z,Point,44.708708,-0.362861
Sambucus ebulus,<a href="https://www.gbif.org/species/2888722" target="_blank">Voir sur GBIF</a>,32d93d4f-9fa9-455a-9d79-62818a6d04b5,gbif,2022-07-10T15:35:30.362Z,2022-07-10T15:35:30.362Z,Point,44.722255,-0.418758
Lathyrus sylvestris,<a href="https://www.gbif.org/species/5356623" target="_blank">Voir sur GBIF</a>,a5b75275-edbe-4e01-bed7-83b37409376a,gbif,2022-07-08T20:59:52.000Z,2022-07-08T20:59:52.000Z,Point,44.728047,-0.411757
Althaea officinalis,<a href="https://www.gbif.org/species/3152520" target="_blank">Voir sur GBIF</a>,ea9864a4-ca29-415d-bf42-f3658c8c89e4,gbif,2022-07-04T11:08:26.412Z,2022-07-04T11:08:26.412Z,Point,44.696924,-0.407753
Hibiscus syriacus,<a href="https://www.gbif.org/species/3152583" target="_blank">Voir sur GBIF</a>,c20e5731-5396-48e8-a9fc-427841d41ffc,gbif,2022-07-03T19:07:14.871Z,2022-07-03T19:07:14.871Z,Point,44.710483,-0.394557
Prunus spinosa,<a href="https://www.gbif.org/species/3023221" target="_blank">Voir sur GBIF</a>,f94de34e-e361-47a8-bb53-842ca7b3c7a3,gbif,2022-07-02T18:36:54.515Z,2022-07-02T18:36:54.515Z,Point,44.72622,-0.40763
Epipactis helleborine,<a href="https://www.gbif.org/species/8998684" target="_blank">Voir sur GBIF</a>,365300e7-fabe-4728-a22d-49b7e0f270e3,gbif,2022-07-02T00:00:00.000Z,2022-07-02T00:00:00.000Z,Point,44.71511,-0.37855
Limodorum abortivum,<a href="https://www.gbif.org/species/5312179" target="_blank">Voir sur GBIF</a>,c801ade1-8e04-4b79-a7fc-c530c30701a6,gbif,2022-07-02T00:00:00.000Z,2022-07-02T00:00:00.000Z,Point,44.71511,-0.37855
Epipactis helleborine,<a href="https://www.gbif.org/species/8998684" target="_blank">Voir sur GBIF</a>,a4d06a8c-d876-47eb-bbf4-afb4e1e398a4,gbif,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,Point,44.71511,-0.37855
Punica granatum,<a href="https://www.gbif.org/species/5420901" target="_blank">Voir sur GBIF</a>,3ad947c4-5dc0-4df3-b103-1d1ed7e7cf80,gbif,2022-06-29T15:41:02.780Z,2022-06-29T15:41:02.780Z,Point,44.736584,-0.407817
Symphyotrichum novae-angliae,<a href="https://www.gbif.org/species/3151618" target="_blank">Voir sur GBIF</a>,ee7719ea-8f70-4d24-aab1-87283d3eb17a,gbif,2022-06-29T15:40:19.747Z,2022-06-29T15:40:19.747Z,Point,44.736585,-0.407911
Petasites pyrenaicus,<a href="https://www.gbif.org/species/3088282" target="_blank">Voir sur GBIF</a>,658cb348-7417-47d0-9ea3-417914ec96d2,gbif,2022-06-26T11:21:17.822Z,2022-06-26T11:21:17.822Z,Point,44.720521,-0.344421
Impatiens balsamina,<a href="https://www.gbif.org/species/2891773" target="_blank">Voir sur GBIF</a>,a94b4650-2062-470a-ac50-c82ff3b69a6c,gbif,2022-06-25T17:07:25.297Z,2022-06-25T17:07:25.297Z,Point,44.737324,-0.41558
Mercurialis annua,<a href="https://www.gbif.org/species/3062975" target="_blank">Voir sur GBIF</a>,ba6d9b8b-a037-49e4-9373-aa1df31d64ce,gbif,2022-06-22T19:08:13.011Z,2022-06-22T19:08:13.011Z,Point,44.691902,-0.37081
Melissa officinalis,<a href="https://www.gbif.org/species/5341501" target="_blank">Voir sur GBIF</a>,9071aa11-2dc8-4df9-ba4f-9d7060df13ec,gbif,2022-06-14T18:47:59.608Z,2022-06-14T18:47:59.608Z,Point,44.720301,-0.415603
Campanula patula,<a href="https://www.gbif.org/species/5410564" target="_blank">Voir sur GBIF</a>,fc73482b-fd77-4d19-81b9-b46bc3fbeb93,gbif,2022-06-13T17:56:40.821Z,2022-06-13T17:56:40.821Z,Point,44.73965,-0.410497
Helianthus annuus,<a href="https://www.gbif.org/species/9206251" target="_blank">Voir sur GBIF</a>,7fbdc1ab-5bcf-4603-a748-6bdf30302cd9,gbif,2022-06-11T06:36:04.212Z,2022-06-11T06:36:04.212Z,Point,44.710193,-0.409425
Dianthus barbatus,<a href="https://www.gbif.org/species/3085421" target="_blank">Voir sur GBIF</a>,b59f44e2-ddcc-4924-b111-17bfae6ac317,gbif,2022-06-08T17:38:50.027Z,2022-06-08T17:38:50.027Z,Point,44.718838,-0.389003
Datura stramonium,<a href="https://www.gbif.org/species/2928751" target="_blank">Voir sur GBIF</a>,671dc911-f6ff-4d5d-90ec-335b5620801d,gbif,2022-06-08T16:49:48.161Z,2022-06-08T16:49:48.161Z,Point,44.71072,-0.393381
Achillea nobilis,<a href="https://www.gbif.org/species/3120024" target="_blank">Voir sur GBIF</a>,6e256a25-2650-45c2-b650-c1746891838d,gbif,2022-06-06T17:45:55.000Z,2022-06-06T17:45:55.000Z,Point,44.739444,-0.359444
Sambucus ebulus,<a href="https://www.gbif.org/species/2888722" target="_blank">Voir sur GBIF</a>,1dbc1d77-f512-4d28-9c58-9c88258cdfcb,gbif,2022-06-05T09:26:42.211Z,2022-06-05T09:26:42.211Z,Point,44.701488,-0.378576
Salvia verbenaca,<a href="https://www.gbif.org/species/6409706" target="_blank">Voir sur GBIF</a>,aa986904-f0ec-4174-8d8e-5d23d1e991eb,gbif,2022-06-01T08:45:08.408Z,2022-06-01T08:45:08.408Z,Point,44.721543,-0.406498
Nerium oleander,<a href="https://www.gbif.org/species/3169756" target="_blank">Voir sur GBIF</a>,94ac973c-ebce-4731-a090-e2d4853dbe92,gbif,2022-05-31T21:30:54.874Z,2022-05-31T21:30:54.874Z,Point,44.708433,-0.3631
Pittosporum tobira,<a href="https://www.gbif.org/species/8677924" target="_blank">Voir sur GBIF</a>,c5693edd-f119-46e3-83a6-51156421788b,gbif,2022-05-31T21:30:13.770Z,2022-05-31T21:30:13.770Z,Point,44.708326,-0.363032
Nigella damascena,<a href="https://www.gbif.org/species/5371702" target="_blank">Voir sur GBIF</a>,d5972b32-e3e5-4c2a-ab33-19f3c3db0d30,gbif,2022-05-29T19:11:16.934Z,2022-05-29T19:11:16.934Z,Point,44.706505,-0.400863
Broussonetia papyrifera,<a href="https://www.gbif.org/species/5361944" target="_blank">Voir sur GBIF</a>,916a8e46-7aed-4c1a-a04d-08168c7ce35e,gbif,2022-05-29T16:44:59.894Z,2022-05-29T16:44:59.894Z,Point,44.725686,-0.367061
Cornu aspersum,<a href="https://www.gbif.org/species/5858758" target="_blank">Voir sur GBIF</a>,2c2ea268-078d-43c0-8273-8a9bd73cb150,gbif,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,Point,44.70914,-0.40184
Pomatias elegans,<a href="https://www.gbif.org/species/5777888" target="_blank">Voir sur GBIF</a>,dcf02b45-a77b-4a7e-83c0-5e4c9b5b64b4,gbif,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,Point,44.70914,-0.40184
Monacha cartusiana,<a href="https://www.gbif.org/species/5780449" target="_blank">Voir sur GBIF</a>,4e429ff1-3d25-407b-b8ee-d354782d71a3,gbif,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,Point,44.70914,-0.40184
